,carat,cut,color,clarity,depth,table,price,x,y,z
3415,0.36,1,5,4,62.0,59.0,568,4.53,4.6,2.83
3416,0.3,2,0,5,61.0,57.0,568,4.32,4.34,2.64
3417,0.36,3,4,5,63.7,55.0,568,4.49,4.52,2.87
3418,0.36,2,4,5,61.0,60.0,568,4.55,4.6,2.79
3419,0.36,1,4,5,60.9,59.0,568,4.58,4.62,2.8
3720,0.3,2,1,4,63.0,57.0,568,4.25,4.29,2.69
3721,0.36,3,4,5,63.5,54.0,568,4.55,4.59,2.9
3722,0.36,0,5,4,60.5,57.0,568,4.56,4.59,2.77
3723,0.36,3,5,4,63.3,56.0,568,4.51,4.56,2.87
3724,0.36,0,4,5,62.1,55.0,568,4.57,4.58,2.84
3725,0.36,0,5,4,62.1,56.0,568,4.55,4.59,2.84
3726,0.3,3,0,5,63.1,58.0,568,4.26,4.3,2.7
3727,0.36,0,4,5,62.1,55.0,568,4.57,4.61,2.85
3728,0.3,3,1,4,63.2,57.0,568,4.26,4.29,2.7
3729,0.36,2,4,5,60.0,62.0,568,4.58,4.62,2.76
3730,0.36,2,5,4,60.9,61.0,568,4.58,4.61,2.8
3731,0.36,2,5,4,60.3,60.0,568,4.58,4.64,2.78
3732,0.36,0,5,4,62.1,57.0,568,4.54,4.58,2.83
3733,0.26,2,1,3,60.5,55.0,569,4.1,4.16,2.5
3734,0.35,0,6,1,61.8,55.0,569,4.54,4.56,2.81
3735,0.35,0,6,1,61.8,53.0,569,4.58,4.61,2.84
3736,0.3,0,2,5,61.1,55.0,569,4.37,4.32,2.66
3737,0.3,0,2,5,62.3,58.0,569,4.26,4.23,2.64
3738,0.33,0,5,2,61.7,55.7,570,4.43,4.45,2.74
3739,0.41,3,3,7,63.7,55.0,570,4.7,4.75,3.01
3740,0.3,3,2,4,63.7,56.0,570,4.26,4.28,2.72
3741,0.3,1,1,5,61.7,60.0,570,4.28,4.31,2.65
3742,0.3,0,2,4,61.7,56.0,570,4.32,4.34,2.67
3743,0.3,0,2,4,61.0,56.0,570,4.35,4.37,2.66
3744,0.3,1,2,4,61.0,58.0,570,4.33,4.36,2.65
3745,0.3,2,2,4,61.0,60.0,570,4.3,4.22,2.6
3746,0.3,0,2,4,61.3,55.0,570,4.32,4.36,2.66
3747,0.3,0,2,4,62.6,57.0,570,4.29,4.34,2.7
3748,0.23,1,2,3,61.3,59.0,571,3.99,3.94,2.43
3749,0.36,2,5,3,59.7,55.0,571,4.65,4.69,2.79
4050,0.24,2,1,6,59.9,58.0,571,4.06,4.1,2.44
4051,0.35,0,4,5,61.2,56.0,571,4.54,4.55,2.78
4052,0.35,0,4,5,61.7,56.0,571,4.55,4.59,2.82
4053,0.35,0,4,5,61.2,56.0,571,4.53,4.56,2.78
4054,0.35,0,5,4,61.7,54.0,571,4.54,4.57,2.81
4055,0.35,0,5,4,62.1,54.0,571,4.54,4.57,2.83
4056,0.36,0,3,6,61.5,54.0,571,4.6,4.63,2.84
4057,0.36,0,3,6,61.1,55.0,571,4.58,4.62,2.81
4058,0.36,0,3,6,61.4,55.0,571,4.61,4.64,2.84
4059,0.32,0,3,6,62.6,55.0,571,4.41,4.38,2.75
4061,0.34,2,1,7,63.1,56.0,571,4.51,4.46,2.83
4062,0.31,1,0,6,62.0,58.0,571,4.3,4.35,2.68
4063,0.31,3,0,6,63.5,57.0,571,4.28,4.32,2.73
4064,0.31,0,0,6,62.3,54.0,571,4.33,4.37,2.71
4065,0.31,1,0,6,61.4,58.0,571,4.33,4.36,2.67
4066,0.31,3,0,6,63.4,55.0,571,4.28,4.3,2.72
4067,0.31,0,0,6,61.9,57.0,571,4.33,4.36,2.69
4068,0.31,0,0,6,62.7,56.0,571,4.32,4.36,2.72
4069,0.31,2,0,6,63.0,55.0,571,4.32,4.34,2.73
4070,0.31,0,0,6,62.0,55.0,571,4.36,4.38,2.71
4071,0.31,0,5,2,61.4,54.0,571,4.38,4.41,2.7
4072,0.31,3,0,6,63.5,56.0,571,4.29,4.31,2.73
4073,0.31,0,0,6,61.8,57.0,571,4.32,4.36,2.68
4074,0.31,0,0,6,62.4,56.0,571,4.33,4.35,2.71
4075,0.31,2,0,6,61.7,59.0,571,4.31,4.35,2.67
4076,0.31,0,0,6,61.7,57.0,571,4.34,4.38,2.69
4077,0.31,3,0,6,63.1,57.0,571,4.3,4.32,2.72
4078,0.31,0,0,6,61.4,55.0,571,4.35,4.38,2.68
4079,0.31,3,0,6,63.4,58.0,571,4.32,4.35,2.75
4380,0.31,2,0,6,61.1,57.0,571,4.35,4.36,2.66
4381,0.31,2,0,6,62.1,58.0,571,4.3,4.33,2.68
4382,0.31,0,0,6,62.3,55.0,571,4.33,4.37,2.71
4383,0.31,2,0,6,62.9,57.0,571,4.27,4.32,2.7
4384,0.31,0,5,2,62.0,54.0,571,4.34,4.37,2.7
4385,0.31,1,0,6,61.2,60.0,571,4.35,4.41,2.68
4386,0.31,3,0,6,63.5,56.0,571,4.29,4.31,2.73
4387,0.31,2,0,6,60.0,61.0,571,4.41,4.43,2.65
4388,0.31,0,0,6,61.0,57.0,571,4.38,4.41,2.68
4389,0.31,0,0,6,62.6,57.0,571,4.3,4.33,2.7
4390,0.31,2,0,6,62.9,56.0,571,4.31,4.34,2.72
4391,0.31,2,5,2,62.8,55.0,571,4.33,4.36,2.73
4392,0.31,0,0,6,62.6,56.0,571,4.33,4.36,2.72
4393,0.31,1,0,6,61.4,58.0,571,4.34,4.39,2.68
4394,0.31,3,0,6,63.5,58.0,571,4.27,4.3,2.72
4395,0.31,2,0,6,63.0,54.0,571,4.32,4.35,2.73
4396,0.31,3,0,6,63.7,54.0,571,4.31,4.35,2.76
4397,0.31,0,0,6,61.8,56.0,571,4.34,4.37,2.69
4398,0.31,0,0,6,62.1,56.0,571,4.33,4.37,2.7
4399,0.31,2,0,6,60.2,56.0,571,4.37,4.4,2.64
4400,0.31,0,0,6,61.1,56.0,571,4.36,4.38,2.67
4401,0.31,0,0,6,61.2,55.0,571,4.37,4.49,2.71
4402,0.31,0,0,6,60.8,56.0,571,4.32,4.37,2.64
4403,0.31,1,5,2,61.0,58.0,571,4.33,4.39,2.66
4404,0.31,0,0,6,62.4,56.0,571,4.31,4.35,2.7
4405,0.31,3,5,2,63.1,59.0,571,4.25,4.31,2.7
4406,0.31,3,0,6,63.9,54.0,571,4.27,4.3,2.74
4407,0.31,0,0,6,62.6,57.0,571,4.3,4.32,2.7
4408,0.31,0,5,2,62.1,56.0,571,4.35,4.38,2.71
4409,0.31,0,0,6,61.5,56.0,571,4.33,4.35,2.67
4710,0.31,2,5,2,62.2,60.0,571,4.3,4.32,2.68
4711,0.31,1,0,6,60.9,60.0,571,4.38,4.39,2.67
4712,0.31,3,0,6,63.5,55.0,571,4.27,4.3,2.72
4713,0.31,0,0,6,62.4,53.0,571,4.33,4.35,2.71
4714,0.28,2,1,3,64.0,54.0,572,4.11,4.17,2.65
4715,0.28,2,1,3,60.1,62.0,572,4.25,4.27,2.56
4717,0.38,0,6,5,62.3,55.0,572,4.63,4.65,2.89
4718,0.24,0,2,4,62.7,54.0,572,3.99,4.02,2.51
4719,0.24,0,2,4,61.8,54.0,572,3.99,4.03,2.48
4720,0.37,0,2,7,60.9,56.0,572,4.65,4.68,2.84
4721,0.3,0,4,6,61.6,57.0,572,4.28,4.32,2.65
4722,0.33,1,5,6,62.8,58.0,572,4.43,4.39,2.77
4723,0.33,0,5,6,62.7,56.0,572,4.44,4.4,2.77
4724,0.33,0,5,6,61.5,57.0,572,4.49,4.46,2.75
4725,0.33,1,5,6,61.4,58.0,572,4.5,4.46,2.75
4726,0.33,1,5,6,61.3,59.0,572,4.51,4.46,2.75
4727,0.33,2,5,6,63.2,58.0,572,4.38,4.36,2.76
4728,0.33,3,5,6,63.6,57.0,572,4.42,4.39,2.8
4729,0.42,2,3,7,59.5,61.0,573,4.85,4.9,2.9
4730,0.34,0,3,5,61.6,56.0,573,4.48,4.51,2.77
4731,0.3,0,2,5,61.6,56.0,573,4.3,4.33,2.66
4732,0.3,0,2,5,61.9,56.0,573,4.32,4.34,2.68
4733,0.3,0,2,5,62.2,55.0,573,4.3,4.32,2.68
4734,0.3,0,2,5,62.5,54.0,573,4.29,4.32,2.69
4735,0.3,0,2,5,62.3,55.0,573,4.3,4.34,2.69
4736,0.3,0,2,5,61.1,56.0,573,4.36,4.38,2.67
4737,0.3,0,2,5,60.9,56.0,573,4.35,4.39,2.66
4738,0.3,0,2,5,61.9,54.0,573,4.29,4.33,2.67
4739,0.3,0,2,5,61.7,58.0,573,4.28,4.31,2.65
5040,0.3,0,2,5,60.5,58.0,573,4.3,4.36,2.62
5041,0.33,0,5,4,61.7,55.0,573,4.44,4.47,2.75
5042,0.4,0,3,7,62.6,54.0,573,4.73,4.76,2.97
5043,0.4,0,3,7,62.4,56.0,573,4.71,4.75,2.95
5044,0.4,0,3,7,62.1,53.0,573,4.75,4.78,2.96
5045,0.4,0,5,6,61.8,55.0,573,4.74,4.78,2.94
5046,0.31,0,4,6,61.4,55.0,573,4.44,4.36,2.7
5047,0.31,1,4,6,59.0,57.0,573,4.44,4.4,2.61
5048,0.31,1,4,6,62.3,55.0,573,4.36,4.34,2.71
5049,0.31,1,4,6,61.1,55.0,573,4.39,4.35,2.67
5050,0.31,3,4,6,63.6,57.0,573,4.33,4.32,2.75
5051,0.31,1,4,6,62.4,60.0,573,4.34,4.32,2.7
5052,0.31,1,4,6,61.1,57.0,573,4.35,4.32,2.65
5053,0.31,0,4,6,62.7,56.0,573,4.38,4.33,2.73
5054,0.31,1,4,6,60.5,60.0,573,4.4,4.33,2.64
5055,0.31,2,4,6,63.1,57.0,573,4.34,4.31,2.73
5056,0.3,0,0,7,60.2,56.0,574,4.4,4.37,2.64
5057,0.31,0,3,5,61.4,57.0,574,4.35,4.38,2.68
5058,0.31,0,3,5,61.4,56.0,574,4.34,4.37,2.67
5059,0.34,1,3,7,62.8,58.0,574,4.46,4.43,2.79
5060,0.34,2,2,7,63.3,54.0,574,4.48,4.46,2.83
5061,0.34,1,2,7,60.0,58.0,574,4.58,4.55,2.74
5062,0.34,1,2,7,61.7,61.0,574,4.48,4.44,2.75
5063,0.34,1,2,7,63.0,58.0,574,4.47,4.45,2.81
5064,0.3,1,3,6,62.6,57.0,574,4.34,4.25,2.69
5065,0.3,1,3,6,61.6,59.0,574,4.28,4.26,2.63
5066,0.3,3,3,6,63.8,56.0,574,4.3,4.26,2.73
5067,0.3,1,3,6,61.4,57.0,574,4.35,4.31,2.66
5068,0.3,1,3,6,59.8,57.0,574,4.37,4.32,2.6
5069,0.3,1,3,6,59.7,60.0,574,4.39,4.35,2.61
5370,0.3,2,0,7,63.2,57.0,574,4.24,4.21,2.67
5371,0.3,0,0,7,63.0,55.0,574,4.26,4.25,2.68
5372,0.3,1,0,7,61.8,58.0,574,4.32,4.29,2.66
5373,0.3,1,0,7,61.2,60.0,574,4.31,4.28,2.63
5374,0.3,1,3,6,62.7,58.0,574,4.27,4.22,2.66
5375,0.34,1,6,4,61.7,58.0,574,4.47,4.41,2.74
5376,0.34,3,5,6,63.7,54.0,574,4.48,4.43,2.84
5377,0.34,1,5,6,61.3,61.0,574,4.49,4.45,2.74
5378,0.34,1,5,6,61.8,57.0,574,4.51,4.46,2.77
5379,0.34,1,5,6,60.2,59.0,574,4.55,4.52,2.73
5380,0.34,1,5,6,59.2,61.0,574,4.58,4.57,2.71
5381,0.34,1,5,6,62.7,58.0,574,4.43,4.4,2.77
5382,0.34,1,3,7,62.8,59.0,574,4.47,4.45,2.8
5383,0.34,2,2,7,63.5,56.0,574,4.48,4.44,2.83
5384,0.34,1,2,7,60.0,62.0,574,4.55,4.51,2.72
5385,0.34,0,2,7,60.1,56.0,574,4.55,4.54,2.73
5387,0.3,1,3,6,60.1,62.0,574,4.37,4.35,2.62
5388,0.3,0,3,6,62.8,56.0,574,4.32,4.28,2.7
5389,0.3,2,3,6,59.5,63.0,574,4.32,4.29,2.56
5390,0.3,1,3,6,61.0,57.0,574,4.34,4.31,2.64
5391,0.3,1,3,6,62.9,59.0,574,4.28,4.24,2.68
5392,0.3,1,0,7,60.9,58.0,574,4.32,4.29,2.62
5393,0.3,1,0,7,62.3,58.0,574,4.32,4.29,2.68
5394,0.3,0,0,7,61.1,55.0,574,4.35,4.32,2.65
5395,0.3,1,0,7,60.2,60.0,574,4.35,4.32,2.61
5396,0.3,0,0,7,62.1,57.0,574,4.33,4.3,2.68
5397,0.3,1,0,7,62.4,58.0,574,4.31,4.28,2.68
5398,0.3,1,0,7,61.4,59.0,574,4.31,4.26,2.63
5399,0.3,2,0,7,63.3,57.0,574,4.3,4.26,2.71
5700,0.3,2,0,7,63.4,56.0,574,4.29,4.26,2.71
5701,0.3,1,0,7,62.9,58.0,574,4.29,4.26,2.69
5702,0.3,1,0,7,62.4,59.0,574,4.28,4.25,2.66
5703,0.3,1,0,7,62.2,59.0,574,4.3,4.25,2.66
5704,0.3,1,0,7,61.0,61.0,574,4.31,4.25,2.61
5705,0.3,1,0,7,61.2,57.0,574,4.33,4.3,2.64
5707,0.25,2,2,3,59.0,58.0,575,4.1,4.14,2.43
5708,0.25,2,2,3,59.4,57.0,575,4.1,4.12,2.44
5709,0.25,2,2,3,61.8,58.0,575,4.05,4.07,2.51
5710,0.25,2,2,3,61.0,58.0,575,4.02,4.05,2.46
5711,0.25,2,2,3,60.4,59.0,575,4.09,4.12,2.48
5712,0.25,2,2,3,63.2,57.0,575,3.99,4.01,2.53
5714,0.25,2,1,3,60.2,59.0,575,4.07,4.14,2.47
5715,0.25,2,1,3,62.7,59.0,575,4.01,4.03,2.52
5716,0.27,2,1,3,61.9,58.0,575,4.1,4.14,2.55
5717,0.25,2,1,3,59.8,59.0,575,4.07,4.09,2.44
5718,0.25,2,1,3,62.1,58.0,575,4.03,4.06,2.51
5719,0.25,2,1,3,63.0,57.0,575,4.0,4.06,2.54
5720,0.25,2,1,3,60.9,59.0,575,4.03,4.11,2.48
5721,0.25,2,1,3,61.9,59.0,575,3.99,4.02,2.48
5722,0.25,2,1,3,63.4,58.0,575,3.97,4.01,2.53
5723,0.25,2,1,3,63.0,55.0,575,4.0,4.03,2.53
5724,0.25,2,1,3,60.5,59.0,575,4.06,4.1,2.47
5727,0.25,2,0,3,61.3,59.0,575,4.07,4.12,2.51
5728,0.25,2,1,2,59.7,58.0,575,4.13,4.14,2.47
5729,0.25,2,1,2,60.7,58.0,575,4.07,4.1,2.48
6030,0.25,2,1,2,60.0,56.0,575,4.1,4.14,2.47
6031,0.25,2,1,2,60.2,59.0,575,4.11,4.13,2.48
6032,0.33,2,5,4,59.9,62.0,575,4.48,4.57,2.71
6033,0.3,2,1,5,62.1,62.0,575,4.21,4.26,2.63
6034,0.32,0,5,2,62.2,53.0,575,4.42,4.45,2.76
6035,0.32,0,5,2,61.4,56.0,575,4.42,4.44,2.72
6036,0.25,0,2,2,60.9,57.0,575,4.06,4.09,2.48
6037,0.33,0,0,6,62.2,54.0,575,4.45,4.46,2.77
6038,0.25,3,1,2,61.3,61.0,575,4.04,4.08,2.49
6039,0.37,3,2,6,63.7,55.0,575,4.55,4.59,2.91
6040,0.32,2,3,5,61.9,56.0,576,4.36,4.39,2.71
6041,0.32,0,4,6,60.6,57.0,576,4.44,4.4,2.68
6042,0.32,1,1,7,62.4,58.0,576,4.4,4.35,2.73
6043,0.32,0,1,7,62.0,55.0,576,4.41,4.36,2.72
6044,0.32,1,1,7,59.7,60.0,576,4.45,4.43,2.65
6045,0.32,0,1,7,62.7,57.0,576,4.37,4.34,2.73
6046,0.32,0,5,5,60.3,56.0,576,4.45,4.44,2.68
6047,0.32,0,5,5,61.5,56.0,576,4.41,4.4,2.71
6048,0.32,0,5,5,62.2,57.0,576,4.42,4.39,2.74
6049,0.32,1,5,5,62.6,58.0,576,4.42,4.37,2.75
6050,0.32,0,5,5,62.5,55.0,576,4.39,4.38,2.74
6051,0.32,0,5,5,63.0,56.0,576,4.42,4.38,2.77
6052,0.32,0,5,5,61.3,56.0,576,4.43,4.38,2.7
6053,0.32,1,5,5,61.1,57.0,576,4.42,4.39,2.69
6054,0.32,0,5,5,62.5,57.0,576,4.39,4.35,2.73
6055,0.32,0,5,5,62.0,57.0,576,4.41,4.36,2.72
6056,0.32,0,5,5,61.6,56.0,576,4.39,4.37,2.7
6057,0.32,0,5,5,62.5,55.0,576,4.4,4.37,2.74
6058,0.32,0,5,5,62.9,57.0,576,4.4,4.37,2.76
6059,0.32,1,5,5,62.2,59.0,576,4.37,4.35,2.71
6360,0.32,2,5,5,63.2,56.0,576,4.38,4.32,2.75
6361,0.32,1,5,5,62.8,58.0,576,4.37,4.33,2.73
6362,0.32,0,5,5,63.0,57.0,576,4.37,4.33,2.74
6363,0.32,0,5,5,63.0,55.0,576,4.39,4.34,2.75
6364,0.32,2,5,5,63.4,55.0,576,4.37,4.33,2.76
6365,0.32,1,4,6,61.9,59.0,576,4.41,4.38,2.72
6366,0.32,2,4,6,63.1,54.0,576,4.42,4.36,2.77
6367,0.32,1,4,6,61.3,60.0,576,4.42,4.36,2.69
6368,0.32,1,4,6,62.2,56.0,576,4.39,4.36,2.72
6369,0.32,1,4,6,61.9,58.0,576,4.38,4.34,2.7
6370,0.32,2,4,6,63.1,55.0,576,4.37,4.34,2.75
6371,0.32,1,1,7,61.2,58.0,576,4.44,4.39,2.7
6372,0.32,0,1,7,62.7,55.0,576,4.42,4.39,2.76
6373,0.32,1,1,7,61.7,60.0,576,4.41,4.38,2.71
6374,0.3,1,4,4,60.0,60.0,576,4.4,4.3,2.61
6375,0.25,2,2,3,62.0,59.0,576,3.99,4.04,2.49
6376,0.25,2,2,2,60.7,59.0,576,4.07,4.1,2.48
6377,0.25,1,1,2,60.7,60.0,576,4.09,4.11,2.49
6378,0.25,0,1,2,61.2,57.0,576,4.08,4.12,2.51
6379,0.25,1,1,3,61.5,59.0,576,4.02,4.04,2.48
6380,0.25,1,1,3,62.5,59.0,576,4.02,4.05,2.52
6381,0.25,0,1,3,62.1,57.0,576,4.04,4.07,2.52
6382,0.25,1,1,3,62.0,59.0,576,4.05,4.08,2.52
6383,0.25,1,2,1,61.1,58.0,576,4.08,4.1,2.5
6384,0.25,2,1,2,62.9,59.0,576,3.99,4.02,2.52
6385,0.25,1,1,3,62.5,59.0,576,4.02,4.04,2.52
6386,0.25,3,1,3,63.1,56.0,576,4.0,4.05,2.54
6387,0.25,0,1,3,61.6,57.0,576,4.08,4.1,2.52
6388,0.25,2,1,2,62.9,58.0,576,4.01,4.03,2.53
6389,0.36,1,2,6,60.2,58.0,576,4.6,4.63,2.78
6690,0.31,1,3,7,60.3,59.0,408,4.35,4.37,2.63
6691,0.31,2,5,6,60.7,60.0,408,4.33,4.37,2.64
6692,0.31,1,5,6,62.3,59.0,408,4.29,4.32,2.68
6693,0.31,1,3,7,61.3,58.0,408,4.37,4.4,2.69
6694,0.31,0,3,7,61.7,56.0,408,4.34,4.38,2.69
6695,0.31,3,5,6,63.3,53.0,408,4.3,4.32,2.73
6696,0.31,0,3,7,60.5,57.0,408,4.36,4.4,2.65
6697,0.31,3,5,6,63.8,55.0,408,4.31,4.34,2.76
6698,0.31,3,3,7,63.3,54.0,408,4.29,4.34,2.73
6699,0.32,0,6,5,61.5,53.0,409,4.44,4.47,2.74
6700,0.35,3,6,6,63.3,56.0,409,4.5,4.53,2.86
6701,0.25,2,1,5,59.7,61.0,409,4.08,4.1,2.44
6702,0.3,1,4,7,60.2,62.0,410,4.37,4.34,2.62
6703,0.25,2,0,4,62.1,60.0,410,4.03,4.05,2.51
6704,0.36,1,6,6,61.6,60.0,410,4.54,4.58,2.81
6705,0.3,0,6,4,62.0,57.0,411,4.28,4.3,2.66
6706,0.3,0,6,4,62.2,57.0,411,4.27,4.28,2.66
6708,0.24,2,1,4,62.5,55.0,412,3.96,3.98,2.48
6709,0.27,0,5,3,62.0,54.5,412,4.15,4.19,2.58
6710,0.31,3,6,4,61.9,61.0,412,4.29,4.34,2.67
6711,0.27,2,1,4,60.6,59.0,413,4.19,4.22,2.55
6712,0.27,2,0,4,62.2,58.0,413,4.14,4.15,2.58
6713,0.3,2,3,6,60.1,58.0,413,4.31,4.34,2.6
6714,0.3,2,0,7,62.3,58.0,413,4.26,4.28,2.66
6715,0.3,0,6,3,62.0,54.0,413,4.3,4.34,2.68
6716,0.32,0,6,5,62.3,55.3,413,4.36,4.37,2.72
6717,0.34,0,6,4,61.9,55.0,413,4.5,4.54,2.8
6718,0.33,0,2,7,61.4,57.0,413,4.44,4.48,2.74
6719,0.3,0,0,7,61.1,58.0,413,4.31,4.33,2.64
6720,0.23,2,0,5,60.2,57.0,577,4.02,4.07,2.43
6721,0.3,0,4,3,61.0,55.0,577,4.33,4.34,2.65
6722,0.31,0,3,5,62.1,55.0,577,4.35,4.38,2.71
6723,0.27,0,2,5,60.9,57.0,577,4.17,4.2,2.55
6724,0.27,0,2,5,60.3,56.0,577,4.24,4.27,2.56
6725,0.27,0,1,5,61.0,55.0,577,4.18,4.2,2.56
6726,0.27,0,2,4,61.7,57.0,577,4.15,4.18,2.57
6727,0.27,0,1,4,60.5,56.0,577,4.21,4.22,2.55
6728,0.25,0,4,2,62.5,56.0,577,4.06,4.03,2.53
6729,0.25,1,4,2,59.8,59.0,577,4.09,4.07,2.44
6730,0.25,1,4,2,60.1,62.0,577,4.11,4.08,2.46
6731,0.25,1,4,2,62.7,60.0,577,4.03,3.98,2.51
6732,0.33,1,2,5,60.0,60.0,577,4.45,4.49,2.68
6733,0.31,2,4,3,62.6,56.0,578,4.33,4.36,2.72
6734,0.31,2,4,3,61.2,55.0,578,4.41,4.44,2.7
6735,0.26,0,5,4,61.6,54.0,578,4.08,4.12,2.53
6736,0.3,2,1,4,61.5,57.0,578,4.28,4.31,2.64
6737,0.4,2,2,7,62.6,53.0,579,4.7,4.75,2.96
6738,0.4,2,2,7,62.1,57.0,579,4.7,4.74,2.93
6739,0.36,0,3,5,62.3,54.0,579,4.59,4.62,2.87
6741,0.33,1,1,6,60.4,59.0,579,4.43,4.47,2.69
6742,0.33,0,3,5,62.2,56.0,579,4.43,4.44,2.76
6743,0.33,2,3,5,60.6,61.0,579,4.46,4.49,2.71
6744,0.33,3,1,6,63.4,55.0,579,4.37,4.4,2.78
6745,0.33,2,1,6,60.2,58.0,579,4.49,4.55,2.72
6746,0.33,3,1,6,63.8,55.0,579,4.36,4.38,2.79
6747,0.33,2,1,6,60.3,60.0,579,4.47,4.49,2.7
6748,0.33,1,3,5,61.3,59.0,579,4.44,4.46,2.73
6749,0.33,0,4,4,61.5,56.0,579,4.44,4.47,2.74
7050,0.33,0,1,6,62.5,55.0,579,4.42,4.45,2.77
7051,0.33,0,5,3,62.4,56.0,579,4.41,4.43,2.76
7052,0.33,1,3,5,61.4,60.0,579,4.41,4.45,2.72
7053,0.33,0,4,4,62.0,55.0,579,4.44,4.46,2.76
7054,0.33,0,4,4,61.7,54.0,579,4.45,4.47,2.75
7055,0.33,2,1,6,62.7,56.0,579,4.39,4.45,2.77
7056,0.33,1,3,5,61.9,59.0,579,4.4,4.46,2.74
7057,0.33,0,1,6,62.4,56.0,579,4.41,4.43,2.76
7058,0.33,2,1,6,60.7,57.0,579,4.43,4.47,2.7
7059,0.33,1,5,3,61.0,58.0,579,4.42,4.46,2.71
7060,0.33,2,3,5,60.9,56.0,579,4.46,4.5,2.73
7061,0.33,1,5,3,61.0,59.0,579,4.41,4.44,2.7
7062,0.33,2,3,5,62.0,58.0,579,4.42,4.45,2.75
7063,0.33,0,5,3,62.7,54.0,579,4.42,4.45,2.78
7064,0.33,2,3,5,59.3,61.0,579,4.49,4.51,2.67
7065,0.33,3,5,3,63.7,56.0,579,4.36,4.4,2.79
7066,0.33,0,4,4,61.8,56.0,579,4.41,4.46,2.74
7067,0.33,1,3,5,62.6,58.0,579,4.41,4.44,2.77
7068,0.33,1,5,3,61.4,58.0,579,4.45,4.48,2.74
7069,0.33,2,1,6,59.1,58.0,579,4.51,4.56,2.68
7070,0.33,2,3,5,60.8,62.0,579,4.42,4.46,2.7
7071,0.33,0,5,3,62.4,57.0,579,4.41,4.44,2.76
7072,0.33,0,3,5,62.5,57.0,579,4.39,4.41,2.75
7073,0.33,2,3,5,61.1,59.0,579,4.43,4.47,2.72
7074,0.33,1,3,5,60.8,58.0,579,4.45,4.47,2.71
7075,0.33,2,4,4,60.0,61.0,579,4.48,4.52,2.7
7076,0.33,1,1,6,62.2,59.0,579,4.41,4.43,2.75
7077,0.33,1,4,4,61.9,58.0,579,4.43,4.45,2.75
7078,0.33,1,4,4,62.1,59.0,579,4.43,4.46,2.76
7079,0.33,0,3,5,61.6,55.0,579,4.43,4.46,2.74
7380,0.33,1,4,4,61.0,59.0,579,4.45,4.5,2.73
7381,0.33,0,3,5,61.2,55.0,579,4.46,4.52,2.75
7382,0.33,0,3,5,62.6,57.0,579,4.45,4.47,2.79
7383,0.33,2,3,5,59.4,61.0,579,4.49,4.53,2.68
7384,0.33,2,1,6,63.0,54.0,579,4.38,4.42,2.77
7385,0.33,2,3,5,62.1,56.0,579,4.41,4.44,2.75
7386,0.33,2,4,4,59.7,59.0,579,4.52,4.53,2.7
7387,0.33,0,3,5,62.2,56.0,579,4.44,4.47,2.77
7388,0.33,2,5,3,62.1,56.0,579,4.41,4.45,2.75
7389,0.33,2,4,4,60.2,62.0,579,4.44,4.47,2.68
7390,0.33,2,1,6,62.0,60.0,579,4.38,4.43,2.73
7391,0.33,0,3,5,62.0,57.0,579,4.44,4.47,2.76
7392,0.33,0,3,5,62.3,57.0,579,4.4,4.43,2.75
7393,0.33,1,4,4,61.5,58.0,579,4.39,4.46,2.72
7394,0.33,1,4,4,59.5,59.0,579,4.48,4.53,2.68
7395,0.33,1,1,6,60.9,58.0,579,4.46,4.5,2.73
7396,0.33,2,4,4,62.9,59.0,579,4.35,4.4,2.75
7397,0.33,0,3,5,62.3,55.0,579,4.42,4.47,2.77
7398,0.33,0,4,4,61.4,57.0,579,4.44,4.49,2.74
7399,0.33,1,5,3,62.2,59.0,579,4.41,4.47,2.76
7400,0.33,0,4,4,60.2,57.0,579,4.5,4.54,2.72
7401,0.33,0,4,4,61.9,56.0,579,4.44,4.48,2.76
7402,0.33,2,3,5,62.8,54.0,579,4.4,4.42,2.77
7403,0.33,2,3,5,62.6,58.0,579,4.36,4.4,2.74
7404,0.33,2,3,5,62.6,56.0,579,4.38,4.41,2.75
7405,0.33,3,1,6,63.3,56.0,579,4.41,4.43,2.8
7406,0.33,1,5,3,61.5,58.0,579,4.43,4.45,2.73
7407,0.33,1,1,6,61.1,58.0,579,4.43,4.47,2.72
7408,0.33,1,3,5,60.0,58.0,579,4.47,4.49,2.69
7409,0.33,2,1,6,60.6,60.0,579,4.41,4.44,2.68
7710,0.33,0,1,6,62.0,54.0,579,4.41,4.43,2.74
7711,0.33,0,1,6,62.5,55.0,579,4.42,4.45,2.77
7712,0.33,1,4,4,59.2,58.0,579,4.5,4.55,2.68
7713,0.33,0,3,5,61.2,55.0,579,4.46,4.49,2.74
7714,0.33,0,1,6,61.9,57.0,579,4.43,4.46,2.75
7715,0.32,0,3,5,61.5,55.0,580,4.39,4.43,2.71
7716,0.32,0,4,4,61.4,55.0,580,4.43,4.49,2.74
7717,0.32,0,4,4,61.0,56.0,580,4.43,4.45,2.71
7718,0.26,1,2,4,59.5,58.0,580,4.22,4.18,2.5
7719,0.26,0,2,4,62.3,56.0,580,4.1,4.08,2.55
7720,0.26,0,2,4,60.9,57.0,580,4.13,4.11,2.51
7721,0.26,1,1,4,60.1,60.0,580,4.15,4.1,2.48
7722,0.26,1,1,5,62.1,56.0,580,4.13,4.11,2.56
